ccq_builds_in_sonar_period,sonar_start_date,sonar_end_date,sonar_duration,project,median_coverage,median_ncloc,last_ncloc,max_ncloc,median_ci_time_running,max_ci_time_running,median_ci_duration,max_ci_duration,median_ci_time_to_fix,max_ci_time_to_fix,ci_builds_failures,ci_builds_in_sonar_period,ci_builds_total_activity_days,ccq_ratio_activity,ci_builds_activity,commits_activity,cov_quantile,citime_quantile,time_to_fix_quantile,ci_activity_quantile,organization,project_name,AHH,CALLS_NOM,CYCLO_LOC,FANOUT_CALLS,LOC_NOM,NOC_NOP,NOM_NOC
176,2018-10-26T13:08:27+0200,2019-07-18T16:01:34+0200,265,CJSCommonPlatform/framework-generators,83.8,9742.0,10574,10574,547.0,1567,544.5,1567,993.0,101273.0,22,492,81,2.79545454545455,0.305660377358491,0.0,3,4,1.0,2,CJSCommonPlatform,framework-generators,0.0,9.61,0.09,0.19,11.84,4.89,3.885
64,2019-05-01T00:21:29+0200,2019-07-07T19:39:17+0200,67,eskaton/asn4j,50.9,18206.5,19221,19221,142.0,272,142.0,272,2167.5,95462.0,9,120,38,1875.0,0.567164179104478,0.0,1,1,2.0,3,eskaton,asn4j,0.11,1.73,0.21,0.37,6.24,9.35,2.92
296,2017-09-16T12:51:46+0200,2019-07-29T22:00:53+0200,681,VocabHunter/vocabhunter,89.6,7748.0,8371,8371,467.0,1247,464.0,1247,2259.0,699862.0,7,369,152,1.2466216216216202,0.223201174743025,0.0,4,4,3.0,2,VocabHunter,vocabhunter,0.0,1.3,0.25,0.45,4.14,5.72,4.03
224,2018-11-27T15:31:50+0100,2019-07-16T13:09:42+0200,230,molgenis/molgenis,63.15,92361.5,97427,97427,830.0,3000,1399.0,4799,2723.0,210115.0,191,1679,212,7.49553571428571,0.921739130434783,0.0,2,4,3.0,4,molgenis,molgenis,0.03,4.16,0.15,0.21,6.29,4.82,4.725
240,2017-08-15T15:24:29+0200,2019-07-12T10:18:04+0200,695,CJSCommonPlatform/jsonschema-pojo-generator,97.7,4380.0,4473,4473,137.0,999,136.5,999,2196.0,590652.0,18,856,81,3.56666666666667,0.116546762589928,0.0,4,1,3.0,1,CJSCommonPlatform,jsonschema-pojo-generator,0.0,7.44,0.09,0.21,10.76,6.7,2.74
176,2018-06-25T05:45:25+0200,2019-07-22T04:31:04+0200,391,KengoTODA/guava-helper-for-java-8,80.4,955.0,814,814,133.0,379,132.0,379,22.5,36.0,3,213,55,1.21022727272727,0.140664961636829,0.0,3,1,1.0,1,KengoTODA,guava-helper-for-java-8,0.0,2.64,0.22,0.56,4.52,6.33,1.78
200,2017-11-23T16:20:56+0100,2019-07-11T17:40:14+0200,595,CJSCommonPlatform/json-schema-catalog,88.0,1593.0,1694,1694,141.0,563,140.5,563,333.5,71910.0,23,372,52,1.86,0.0873949579831933,0.0,3,1,1.0,1,CJSCommonPlatform,json-schema-catalog,0.01,7.41,0.11,0.26,8.55,5.66,2.59
152,2017-08-14T12:41:45+0200,2019-07-11T17:17:00+0200,696,CJSCommonPlatform/generator-maven-plugin,79.1,1289.0,1394,1394,150.0,452,150.0,452,595.0,1101.0,5,211,37,1.38815789473684,0.0531609195402299,0.0,3,2,1.0,1,CJSCommonPlatform,generator-maven-plugin,0.05,4.05,0.14,0.32,7.18,2.69,2.37
336,2018-01-15T17:01:20+0100,2019-07-11T16:25:51+0200,541,CJSCommonPlatform/framework-api,57.8,2018.5,2428,2428,142.0,801,141.0,801,711.0,86262.0,23,539,96,1.6041666666666698,0.177449168207024,0.0,2,1,1.0,1,CJSCommonPlatform,framework-api,0.05,1.07,0.26,0.32,2.21,1.79,3.3
296,2018-06-29T17:00:37+0200,2019-07-30T14:38:05+0200,395,hmcts/bulk-scan-processor,88.7,3446.0,5552,5552,456.0,2969,450.0,2969,1631.0,232927.0,88,1609,125,5.435810810810809,0.316455696202532,0.0,3,4,2.0,2,hmcts,bulk-scan-processor,0.0,2.53,0.165,0.26,5.949999999999999,3.9450000000000003,3.0949999999999998
528,2018-01-18T14:34:41+0100,2019-07-17T08:53:07+0200,544,sflpro/notifier,0.0,13800.0,18539,18539,311.0,896,304.0,896,2051.0,529218.0,131,732,66,1.3863636363636398,0.121323529411765,0.0,1,3,2.0,1,sflpro,notifier,0.28,1.89,0.2,0.36,5.22,1.78,4.79
112,2019-04-06T13:38:07+0200,2019-07-13T17:37:47+0200,98,mivek/metarParser,98.3,3069.0,3100,3100,175.0,545,214.5,545,1193.0,30226.0,7,186,32,1.6607142857142905,0.326530612244898,0.0,4,2,2.0,2,mivek,metarParser,0.03,4.84,0.16,0.28,6.89,7.71,3.91
144,2019-02-28T14:50:22+0100,2019-07-24T15:05:24+0200,145,dernasherbrezon/r2cloud,60.8,7415.0,7396,7396,291.0,1210,291.0,1210,1752.5,151198.0,35,182,76,1.26388888888889,0.5241379310344829,0.0,2,3,2.0,3,dernasherbrezon,r2cloud,0.03,2.465,0.2,0.47,7.765,6.289999999999999,4.58
272,2018-01-26T22:04:27+0100,2019-06-24T00:59:15+0200,513,miw-upm/betca-tpv-spring,78.35,3760.0,8945,8945,216.0,634,216.0,634,3159.0,140152.0,29,387,75,1.4227941176470602,0.146198830409357,0.0,2,2,3.0,1,miw-upm,betca-tpv-spring,0.05,1.15,0.25,0.41,4.14,10.06,7.05
48,2019-04-26T22:45:16+0200,2019-07-22T20:23:20+0200,86,yahoo/fili,81.8,38814.5,39066,39066,779.0,1311,778.0,1311,6844.0,353051.0,98,335,57,6.97916666666667,0.6627906976744189,0.0,3,4,3.0,3,yahoo,fili,0.09,1.1749999999999998,0.25,0.48,4.605,4.57,4.19
248,2018-06-29T09:32:18+0200,2019-07-29T13:04:12+0200,395,RoboZonky/robozonky,85.5,20635.0,24364,24364,3110.0,29724,7626.5,35922,4541.5,607746.0,158,754,148,3.04032258064516,0.374683544303797,0.0,3,4,3.0,2,RoboZonky,robozonky,0.02,1.625,0.25,0.31,3.89,4.49,6.665
128,2018-08-03T16:38:33+0200,2019-07-29T23:48:59+0200,360,KengoTODA/javadocky,49.0,745.0,745,745,180.0,565,179.0,565,490133.0,1364524.0,13,228,64,1.78125,0.17777777777777806,0.0,1,2,4.0,1,KengoTODA,javadocky,0.0,4.47,0.15,0.37,6.56,4.0,1.91
136,2018-12-25T11:13:21+0100,2019-07-20T17:26:00+0200,207,metamug/mason,36.4,2949.0,2949,2949,144.5,409,144.0,409,20363.0,170219.0,23,270,70,1.98529411764706,0.33816425120772897,0.0,1,1,4.0,2,metamug,mason,0.09,2.06,0.21,0.41,7.86,2.06,4.59
152,2019-03-28T15:32:55+0100,2019-07-29T17:25:10+0200,123,PantheonTechnologies/lighty-core,44.3,11584.0,11716,11716,578.5,1632,1011.5,2440,14622.5,32214.0,7,408,70,2.6842105263157903,0.569105691056911,0.0,1,4,4.0,3,PantheonTechnologies,lighty-core,0.0,1.74,0.18,0.37,5.16,2.15,6.9
112,2017-09-15T15:37:28+0200,2019-06-20T11:41:46+0200,642,CJSCommonPlatform/artemis-manager,66.1,1207.5,1867,1867,213.0,937,213.0,937,319.0,2501838.0,33,176,28,1.57142857142857,0.043613707165109004,0.0,2,2,1.0,1,CJSCommonPlatform,artemis-manager,0.1,6.34,0.10500000000000001,0.275,8.325,4.12,3.255
88,2019-05-14T13:47:12+0200,2019-07-28T20:38:32+0200,75,goldy1992/Mp3Player,68.2,7829.0,8242,8242,346.5,950,344.5,950,47090.5,1255344.0,123,384,66,4.36363636363636,0.88,0.0,2,3,4.0,4,goldy1992,Mp3Player,0.1,2.335,0.21,0.36,5.635,5.0649999999999995,4.7
48,2019-01-30T08:17:49+0100,2019-07-24T15:59:19+0200,175,polygenesis-projects/polygenesis-platform,27.05,18990.0,32361,32361,179.5,1106,179.0,1106,,,0,149,61,3.1041666666666696,0.348571428571429,0.0,1,2,,2,polygenesis-projects,polygenesis-platform,0.07,1.35,0.25,0.59,4.51,3.71,2.73
112,2018-09-25T16:22:19+0200,2019-07-16T11:14:27+0200,293,hmcts/feature-toggle-api,90.6,593.0,593,593,244.0,570,241.0,570,1467.5,2085.0,2,166,46,1.48214285714286,0.15699658703071698,0.0,4,3,2.0,1,hmcts,feature-toggle-api,0.03,4.91,0.09,0.25,10.5,3.9,2.17
224,2017-11-15T05:01:08+0100,2019-07-29T23:50:43+0200,621,KengoTODA/findbugs-slf4j,16.6,2723.0,1599,1599,428.0,1768,779.5,1921,803.5,495388.0,24,500,124,2.23214285714286,0.199677938808374,0.0,1,4,1.0,1,KengoTODA,findbugs-slf4j,0.0,2.96,0.15,0.35,8.51,20.6,1.79
40,2019-06-16T16:38:03+0200,2019-06-19T02:05:07+0200,2,c2v4/greenery,81.8,17849.0,17779,17779,462.5,644,457.0,644,4867.0,9730.0,6,42,3,1.05,1.5,0.0,3,4,3.0,4,c2v4,greenery,0.0,4.46,0.15,0.18,7.08,4.27,5.71
128,2019-03-19T14:51:44+0100,2019-07-29T10:05:09+0200,131,indigo-iam/iam,84.7,29489.0,29489,29489,679.0,1205,679.0,1205,72092.0,173160.0,41,223,128,1.7421875,0.9770992366412208,0.0,3,4,4.0,4,indigo-iam,iam,0.05,4.36,0.14,0.19,7.38,4.12,4.7
144,2018-10-31T17:49:19+0100,2019-07-29T11:21:30+0200,270,hmcts/finrem-document-generator-client,99.1,316.0,523,523,241.0,602,232.0,602,5627.0,399785.0,245,760,92,5.27777777777778,0.3407407407407411,0.0,4,3,3.0,2,hmcts,finrem-document-generator-client,0.05,4.61,0.14500000000000002,0.29,6.984999999999999,3.0,2.4
88,2018-12-02T19:00:12+0100,2019-06-14T19:09:15+0200,193,gruelbox/dropwizard-https-redirect,82.3,361.0,361,361,118.0,366,128.0,464,112.0,327494.0,8,105,20,1.19318181818182,0.103626943005181,0.0,3,1,1.0,1,gruelbox,dropwizard-https-redirect,0.0,6.05,0.12,0.12,7.5,1.5,6.0
192,2019-04-19T12:06:12+0200,2019-06-14T14:15:07+0200,56,unige-pinfo-2019/PInfo1,71.6,1723.5,2838,2838,496.0,1328,494.0,1328,455.0,16834.0,40,629,41,3.2760416666666696,0.732142857142857,0.0,2,4,1.0,3,unige-pinfo-2019,PInfo1,0.0,1.79,0.175,0.39,5.19,3.375,7.23
